link,name,avgRating,numOfRating,category,price,plusCode,
https://www.google.com/maps/place/Ponte+Boutique+Villa/data=!4m10!3m9!1s0x314217d710494441:0xdff4c0e96f96fcc6!5m2!4m1!1i2!8m2!3d16.0747355!4d108.2427474!16s%2Fg%2F11f9yqtgft!19sChIJQURJENcXQjERxvyWb-nA9N8?authuser=0&hl=vi&rclk=1,Ponte Boutique Villa,"4,8",(108),Khách sạn 2 sao,988 N,,
https://www.google.com/maps/place/L%C3%AA+Ho%C3%A0ng+Beach+Hotel/data=!4m10!3m9!1s0x31421783f5f67cf5:0x6fc977ba51f720ac!5m2!4m1!1i2!8m2!3d16.0656952!4d108.2449939!16s%2Fg%2F11dfgbhrv1!19sChIJ9Xz29YMXQjERrCD3Ubp3yW8?authuser=0&hl=vi&rclk=1,Lê Hoàng Beach Hotel,"4,1",(440),Khách sạn 4 sao,830 N,,
https://www.google.com/maps/place/Phuoc+My+An+Beach+Hotel/data=!4m10!3m9!1s0x314217e96f817bc5:0x5500d13e73c77e53!5m2!4m1!1i2!8m2!3d16.064132!4d108.2432622!16s%2Fg%2F11fl7_lx6v!19sChIJxXuBb-kXQjERU37Hcz7RAFU?authuser=0&hl=vi&rclk=1,Phuoc My An Beach Hotel,"4,4",(115),Khách sạn 4 sao,780 N,,
https://www.google.com/maps/place/Kh%C3%A1ch+s%E1%BA%A1n+Novotel+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m10!3m9!1s0x3142183afab4a42d:0xd52dbe9e28e83835!5m2!4m1!1i2!8m2!3d16.077357!4d108.2236583!16s%2Fg%2F11xcxx_4h!19sChIJLaS0-joYQjERNTjoKJ6-LdU?authuser=0&hl=vi&rclk=1,Khách sạn Novotel Đà Nẵng,"4,5",(4.305),Khách sạn 5 sao,"2,27 Tr",,
https://www.google.com/maps/place/The+Code+Hotel+%26+Spa/data=!4m10!3m9!1s0x314217e57d816b9f:0x1101cfd96d8639bd!5m2!4m1!1i2!8m2!3d16.0951651!4d108.2519729!16s%2Fg%2F11gh46w61w!19sChIJn2uBfeUXQjERvTmGbdnPARE?authuser=0&hl=vi&rclk=1,The Code Hotel & Spa,"4,3",(220),Khách sạn 4 sao,787 N,,
https://www.google.com/maps/place/Cordial+Hotel/data=!4m10!3m9!1s0x3142172a52759cd5:0x5d84d28f7c5999e!5m2!4m1!1i2!8m2!3d16.0733967!4d108.2412041!16s%2Fg%2F11gxrnv64d!19sChIJ1Zx1UioXQjERnpnF9yhN2AU?authuser=0&hl=vi&rclk=1,Cordial Hotel,"4,2",(125),Khách sạn nghỉ dưỡng,662 N,,
https://www.google.com/maps/place/Kh%C3%A1ch+s%E1%BA%A1n+Radisson+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m10!3m9!1s0x314217072e7d4a4b:0x7ebd58a80ed57046!5m2!4m1!1i2!8m2!3d16.0739111!4d108.244673!16s%2Fg%2F11l4bbdcv9!19sChIJS0p9LgcXQjERRnDVDqhYvX4?authuser=0&hl=vi&rclk=1,Khách sạn Radisson Đà Nẵng,"4,4",(119),Khách sạn 5 sao,"1,94 Tr",,
https://www.google.com/maps/place/C%C4%82N+H%E1%BB%98+LAHOME+%26+VILLA/data=!4m10!3m9!1s0x3142172512c7f9e7:0x8edf29df0a20dfd9!5m2!4m1!1i2!8m2!3d16.0753474!4d108.2443718!16s%2Fg%2F11g0mhpbms!19sChIJ5_nHEiUXQjER2d8gCt8p344?authuser=0&hl=vi&rclk=1,CĂN HỘ LAHOME & VILLA,"4,6",(70),Khách sạn 3 sao,"1,47 Tr",,
https://www.google.com/maps/place/Salmalia+Boutique+Hotel+%26+Spa/data=!4m10!3m9!1s0x31421778bf9c91c9:0xe9cbc71b22d5278!5m2!4m1!1i2!8m2!3d16.0607591!4d108.2453476!16s%2Fg%2F11h0mc4bqb!19sChIJyZGcv3gXQjEReFItsnG8nA4?authuser=0&hl=vi&rclk=1,Salmalia Boutique Hotel & Spa,"4,6",(185),Khách sạn,"1,09 Tr",,
https://www.google.com/maps/place/Chicland+Danang+Beach+Hotel/data=!4m10!3m9!1s0x3142171807b5520d:0x371c003a0a6ed02e!5m2!4m1!1i2!8m2!3d16.0680084!4d108.2450188!16s%2Fg%2F11fjy3jt94!19sChIJDVK1BxgXQjERLtBuCjoAHDc?authuser=0&hl=vi&rclk=1,Chicland Danang Beach Hotel,"4,7",(344),Khách sạn 4 sao,"1,71 Tr",,
https://www.google.com/maps/place/BlueSun+Hotel/data=!4m10!3m9!1s0x31421783ecd4eb7f:0x28000e5dd697ce2b!5m2!4m1!1i2!8m2!3d16.0666162!4d108.2450612!16s%2Fg%2F11bzvf7s5_!19sChIJf-vU7IMXQjERK86X1l0OACg?authuser=0&hl=vi&rclk=1,BlueSun Hotel,"4,2",(241),Khách sạn 4 sao,815 N,,
https://www.google.com/maps/place/Four+Points+by+Sheraton+Danang/data=!4m10!3m9!1s0x3142178ebc260505:0xc6eeac18a1830e50!5m2!4m1!1i2!8m2!3d16.0778712!4d108.2453996!16s%2Fg%2F11c5_wxr1b!19sChIJBQUmvI4XQjERUA6DoRis7sY?authuser=0&hl=vi&rclk=1,Four Points by Sheraton Danang,"4,5",(1.659),Khách sạn 5 sao,"2,45 Tr",,
https://www.google.com/maps/place/Monarque+Hotel/data=!4m10!3m9!1s0x3142178d36fbef43:0xdb079f9de0401ead!5m2!4m1!1i2!8m2!3d16.0661258!4d108.2451505!16s%2Fg%2F11g9r46qv5!19sChIJQ-_7No0XQjERrR5A4J2fB9s?authuser=0&hl=vi&rclk=1,Monarque Hotel,"4,7",(886),Khách sạn 4 sao,829 N,,
https://www.google.com/maps/place/Dolphin+Hotel+and+Apartment/data=!4m10!3m9!1s0x314217bcd338bef9:0xa6b761537a885a8f!5m2!4m1!1i2!8m2!3d16.0809455!4d108.2456535!16s%2Fg%2F11j694zlv2!19sChIJ-b4407wXQjERj1qIelNht6Y?authuser=0&hl=vi&rclk=1,Dolphin Hotel and Apartment,"4,8",(48),Khách sạn,811 N,,
https://www.google.com/maps/place/Maximilan+Danang+Beach+Hotel/data=!4m10!3m9!1s0x314217d4981af15b:0xb26adaa1034f9b59!5m2!4m1!1i2!8m2!3d16.0672225!4d108.2449417!16s%2Fg%2F11h51cbp83!19sChIJW_EamNQXQjERWZtPA6HaarI?authuser=0&hl=vi&rclk=1,Maximilan Danang Beach Hotel,"4,3",(289),Khách sạn,974 N,,
https://www.google.com/maps/place/Grand+Gold+Hotel/data=!4m10!3m9!1s0x314217efbe78debb:0x4f041effe7e7db40!5m2!4m1!1i2!8m2!3d16.0937687!4d108.2515131!16s%2Fg%2F11f701_00k!19sChIJu954vu8XQjERQNvn5_8eBE8?authuser=0&hl=vi&rclk=1,Grand Gold Hotel,"4,4",(160),Khách sạn 4 sao,699 N,,
https://www.google.com/maps/place/Canvas+Hotel/data=!4m10!3m9!1s0x3142178394c592b3:0xcee3a7de1a6c9a90!5m2!4m1!1i2!8m2!3d16.0665357!4d108.2450631!16s%2Fg%2F11fnwj0sqh!19sChIJs5LFlIMXQjERkJpsGt6n484?authuser=0&hl=vi&rclk=1,Canvas Hotel,"4,4",(77),Khách sạn,901 N,,
https://www.google.com/maps/place/SANG+BOUTIQUE+VILLA+%C4%90%C3%80+N%E1%BA%B4NG/data=!4m10!3m9!1s0x314217164ca33e15:0x12821ddbe046df71!5m2!4m1!1i2!8m2!3d16.0708826!4d108.2416369!16s%2Fg%2F11qqf6g02r!19sChIJFT6jTBYXQjERcd9G4NsdghI?authuser=0&hl=vi&rclk=1,SANG BOUTIQUE VILLA ĐÀ NẴNG,"5,0",(5),Khách sạn,800 N,,
https://www.google.com/maps/place/Sekong+Hotel+Da+Nang+Beach/data=!4m10!3m9!1s0x3142178f3f6f1a63:0x1eca58bf5de40b5!5m2!4m1!1i2!8m2!3d16.0746377!4d108.2450116!16s%2Fg%2F11bz0d_2_n!19sChIJYxpvP48XQjERtUDe9Yul7AE?authuser=0&hl=vi&rclk=1,Sekong Hotel Da Nang Beach,"4,0",(275),Khách sạn 3 sao,741 N,,
https://www.google.com/maps/place/EX+Da+Nang+Luxury+Hotel/data=!4m10!3m9!1s0x3142175fa78eb085:0xe73df06f439e0bfd!5m2!4m1!1i2!8m2!3d16.0369497!4d108.2399344!16s%2Fg%2F11g8d8wwyd!19sChIJhbCOp18XQjER_QueQ2_wPec?authuser=0&hl=vi&rclk=1,EX Da Nang Luxury Hotel,"4,6",(37),Khách sạn,673 N,,
https://www.google.com/maps/place/M%C6%B0%E1%BB%9Dng+Thanh+Grand+%C4%90%C3%A0+N%E1%BA%B5ng+Hotel/data=!4m10!3m9!1s0x314219f5540b195d:0x4476dc3ffe0f3386!5m2!4m1!1i2!8m2!3d16.0648162!4d108.2330777!16s%2Fg%2F11jff73my_!19sChIJXRkLVPUZQjERhjMP_j_cdkQ?authuser=0&hl=vi&rclk=1,Mường Thanh Grand Đà Nẵng Hotel,"4,3",(224),Khách sạn 4 sao,782 N,,
https://www.google.com/maps/place/Mai+Boutique+Villa/data=!4m10!3m9!1s0x31421786f535a81f:0xfa4ccee6d7b71fd4!5m2!4m1!1i2!8m2!3d16.0705866!4d108.2421887!16s%2Fg%2F11dz560q45!19sChIJH6g19YYXQjER1B-31-bOTPo?authuser=0&hl=vi&rclk=1,Mai Boutique Villa,"4,4",(270),Khách sạn 2 sao,472 N,,
https://www.google.com/maps/place/King+House+Villa+Hotel/data=!4m10!3m9!1s0x314219d4960a9827:0x6189df3be311e38!5m2!4m1!1i2!8m2!3d16.0636803!4d108.2398992!16s%2Fg%2F11fjs79q_9!19sChIJJ5gKltQZQjEROB4xvvOdGAY?authuser=0&hl=vi&rclk=1,King House Villa Hotel,"4,2",(164),Khách sạn 3 sao,377 N,,
https://www.google.com/maps/place/A+La+Carte+Danang+Beach/data=!4m10!3m9!1s0x3142178414e2dd27:0xe82c30135e1d5f85!5m2!4m1!1i2!8m2!3d16.0687309!4d108.244693!16s%2Fg%2F1pxwhcxjm!19sChIJJ93iFIQXQjERhV8dXhMwLOg?authuser=0&hl=vi&rclk=1,A La Carte Danang Beach,,,Khách sạn,"1,19 Tr",,
https://www.google.com/maps/place/Grand+Tourane+Hotel/data=!4m10!3m9!1s0x314217789c990369:0x138c794439bb7874!5m2!4m1!1i2!8m2!3d16.0617673!4d108.2458912!16s%2Fg%2F11bx2kq9c9!19sChIJaQOZnHgXQjERdHi7OUR5jBM?authuser=0&hl=vi&rclk=1,Grand Tourane Hotel,,,Khách sạn,"1,08 Tr",,
https://www.google.com/maps/place/DLG+Hotel+Danang/data=!4m10!3m9!1s0x31421779079be651:0x28603cb72f89fd14!5m2!4m1!1i2!8m2!3d16.05844!4d108.2465816!16s%2Fg%2F11f66t9m7_!19sChIJUeabB3kXQjERFP2JL7c8YCg?authuser=0&hl=vi&rclk=1,DLG Hotel Danang,,,Khách sạn,"1,29 Tr",,
https://www.google.com/maps/place/Hanami+Hotel+Danang/data=!4m10!3m9!1s0x3142176372388b9f:0x8b97363057db4165!5m2!4m1!1i2!8m2!3d16.0487914!4d108.2430218!16s%2Fg%2F11gfhdk5qk!19sChIJn4s4cmMXQjERZUHbVzA2l4s?authuser=0&hl=vi&rclk=1,Hanami Hotel Danang,,,Khách sạn lưu trú dài hạn,346 N,,
https://www.google.com/maps/place/Babylon+Garden+Da+Nang/data=!4m10!3m9!1s0x31421783f777126d:0x69c133e610279fea!5m2!4m1!1i2!8m2!3d16.0672207!4d108.2441697!16s%2Fg%2F11d_9f6jg2!19sChIJbRJ394MXQjER6p8nEOYzwWk?authuser=0&hl=vi&rclk=1,Babylon Garden Da Nang,,,Khách sạn,678 N,,
https://www.google.com/maps/place/Belle+Maison+Parosand+Danang/data=!4m10!3m9!1s0x31421784755cbe37:0xf4209ff2afeb534c!5m2!4m1!1i2!8m2!3d16.0675871!4d108.2448052!16s%2Fg%2F11fxvt0jls!19sChIJN75cdYQXQjERTFPrr_KfIPQ?authuser=0&hl=vi&rclk=1,Belle Maison Parosand Danang,,,Khách sạn,959 N,,
https://www.google.com/maps/place/Him+Lam+Apartment/data=!4m10!3m9!1s0x31421742c3d77187:0x99c0adb232b3a936!5m2!4m1!1i2!8m2!3d16.0365959!4d108.250779!16s%2Fg%2F11fl7phghd!19sChIJh3HXw0IXQjERNqmzMrKtwJk?authuser=0&hl=vi&rclk=1,Him Lam Apartment,,,Khách sạn nghỉ dưỡng,726 N,,
https://www.google.com/maps/place/Kh%C3%A1ch+s%E1%BA%A1n+Lavencos+bi%E1%BB%83n+M%E1%BB%B9+Kh%C3%AA+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m10!3m9!1s0x314217ba7a0a7997:0x205a72d70ea08eb5!5m2!4m1!1i2!8m2!3d16.0436211!4d108.247605!16s%2Fg%2F11q41kmdh4!19sChIJl3kKeroXQjERtY6gDtdyWiA?authuser=0&hl=vi&rclk=1,Khách sạn Lavencos biển Mỹ Khê Đà Nẵng,,,Khách sạn,598 N,,
https://www.google.com/maps/place/Royal+Lotus+Hotel+Danang/data=!4m10!3m9!1s0x3142177bf6e04fa5:0x8eecedb3b683889e!5m2!4m1!1i2!8m2!3d16.0551609!4d108.2436333!16s%2Fg%2F11cmdhjwrz!19sChIJpU_g9nsXQjERnoiDtrPt7I4?authuser=0&hl=vi&rclk=1,Royal Lotus Hotel Danang,,,Khách sạn,882 N,,
https://www.google.com/maps/place/Dana+Residence/data=!4m10!3m9!1s0x3142175ea8f750b5:0xcbb8033b8eb39cee!5m2!4m1!1i2!8m2!3d16.0744407!4d108.2444761!16s%2Fg%2F11h7kz5qhy!19sChIJtVD3qF4XQjER7pyzjjsDuMs?authuser=0&hl=vi&rclk=1,Dana Residence,,,Khách sạn,583 N,,
https://www.google.com/maps/place/Grand+Sea+View+Hotel+%26+Spa/data=!4m10!3m9!1s0x3142176642ff2e2d:0x496ba16f4cefbb4b!5m2!4m1!1i2!8m2!3d16.0498924!4d108.2470723!16s%2Fg%2F11b62pp_ct!19sChIJLS7_QmYXQjERS7vvTG-ha0k?authuser=0&hl=vi&rclk=1,Grand Sea View Hotel & Spa,,,Khách sạn,423 N,,
https://www.google.com/maps/place/Dan+Oasis+Hotel/data=!4m10!3m9!1s0x314217e57c5d5621:0x8f187ef41e45d722!5m2!4m1!1i2!8m2!3d16.0955103!4d108.2520534!16s%2Fg%2F11c7t83fby!19sChIJIVZdfOUXQjERItdFHvR-GI8?authuser=0&hl=vi&rclk=1,Dan Oasis Hotel,,,Khách sạn,676 N,,
https://www.google.com/maps/place/OASIS+Hotel+%26+Apartment/data=!4m10!3m9!1s0x3142179e15325e1b:0xbd5fbcf0a3975bcf!5m2!4m1!1i2!8m2!3d16.0634696!4d108.2404016!16s%2Fg%2F11h3ms6ht3!19sChIJG14yFZ4XQjERz1uXo_C8X70?authuser=0&hl=vi&rclk=1,OASIS Hotel & Apartment,,,Khách sạn,581 N,,
https://www.google.com/maps/place/Grand+Sea+Hotel/data=!4m10!3m9!1s0x3142178404398dab:0x257adf70281d30bd!5m2!4m1!1i2!8m2!3d16.068095!4d108.2440628!16s%2Fg%2F11clydh6b7!19sChIJq405BIQXQjERvTAdKHDfeiU?authuser=0&hl=vi&rclk=1,Grand Sea Hotel,,,Khách sạn,723 N,,
https://www.google.com/maps/place/Greenery+Hotel/data=!4m10!3m9!1s0x31421783dac8c847:0x49bfa340bfa1b0fd!5m2!4m1!1i2!8m2!3d16.0658485!4d108.2443061!16s%2Fg%2F11f5d40r4j!19sChIJR8jI2oMXQjER_bChv0Cjv0k?authuser=0&hl=vi&rclk=1,Greenery Hotel,,,Khách sạn,"6,44 Tr",,
https://www.google.com/maps/place/Sala+Danang+Beach+Hotel/data=!4m10!3m9!1s0x31421778a1a1ec31:0x22e751e30a3a2ba8!5m2!4m1!1i2!8m2!3d16.0622492!4d108.2452392!16s%2Fg%2F11h8d6kpqf!19sChIJMeyhoXgXQjERqCs6CuNR5yI?authuser=0&hl=vi&rclk=1,Sala Danang Beach Hotel,,,Khách sạn,"1,27 Tr",,
https://www.google.com/maps/place/TUYET+SON+HOTEL/data=!4m10!3m9!1s0x314217789e8fe775:0xd46fbf2f1d580437!5m2!4m1!1i2!8m2!3d16.0633526!4d108.2449813!16s%2Fg%2F11fxdxnn4g!19sChIJdeePnngXQjERNwRYHS-_b9Q?authuser=0&hl=vi&rclk=1,TUYET SON HOTEL,,,Khách sạn,598 N,,
https://www.google.com/maps/place/Dana+Marina+Hotel/data=!4m10!3m9!1s0x314217821e167501:0x8f88c07f116faa34!5m2!4m1!1i2!8m2!3d16.063175!4d108.2436467!16s%2Fg%2F11dd_r_sjv!19sChIJAXUWHoIXQjERNKpvEX_AiI8?authuser=0&hl=vi&rclk=1,Dana Marina Hotel,,,Khách sạn,565 N,,
https://www.google.com/maps/place/Moon+Hotel+and+Apartments/data=!4m10!3m9!1s0x314217a2dcbc9855:0xa25f27acffd30d42!5m2!4m1!1i2!8m2!3d16.0485519!4d108.2422306!16s%2Fg%2F11g4cnyz0h!19sChIJVZi83KIXQjERQg3T_6wnX6I?authuser=0&hl=vi&rclk=1,Moon Hotel and Apartments,,,Khách sạn lưu trú dài hạn,"1,17 Tr",,
https://www.google.com/maps/place/Menora+Premium+Da+Nang+-+Sea+Corner+Boutique/data=!4m10!3m9!1s0x314217fee519853b:0x9640c0df8e4a424b!5m2!4m1!1i2!8m2!3d16.0529484!4d108.2465115!16s%2Fg%2F11qpx4w3tq!19sChIJO4UZ5f4XQjERS0JKjt_AQJY?authuser=0&hl=vi&rclk=1,Menora Premium Da Nang - Sea Corner Boutique,,,Khách sạn,474 N,,
https://www.google.com/maps/place/Pandora+Boutique+Hotel/data=!4m10!3m9!1s0x314217ecbcdaaf17:0x26c7314a2ca1b8c0!5m2!4m1!1i2!8m2!3d16.0527457!4d108.2464766!16s%2Fg%2F11ffmnj9h_!19sChIJF6_avOwXQjERwLihLEoxxyY?authuser=0&hl=vi&rclk=1,Pandora Boutique Hotel,,,Khách sạn,805 N,,
https://www.google.com/maps/place/Kh%C3%A1ch+s%E1%BA%A1n+v%C3%A0+c%C4%83n+h%E1%BB%99+Smeraldo/data=!4m10!3m9!1s0x314217dd053de8bd:0x3cd2a0f1a1bbc8d5!5m2!4m1!1i2!8m2!3d16.0806939!4d108.244926!16s%2Fg%2F11fm79dlyw!19sChIJveg9Bd0XQjER1ci7ofGg0jw?authuser=0&hl=vi&rclk=1,Khách sạn và căn hộ Smeraldo,,,Khách sạn,507 N,,
https://www.google.com/maps/place/The+Blossom+House+Da+Nang+-+Serviced+Apartment/data=!4m10!3m9!1s0x31421783e7efc7b1:0x5152c64ec4ab35bb!5m2!4m1!1i2!8m2!3d16.0663643!4d108.2444594!16s%2Fg%2F11gmw8pxtg!19sChIJscfv54MXQjERuzWrxE7GUlE?authuser=0&hl=vi&rclk=1,The Blossom House Da Nang - Serviced Apartment,,,Khách sạn,784 N,,
https://www.google.com/maps/place/Brilliant+Hotel/data=!4m10!3m9!1s0x3142183263cd1149:0xb6fb460cff32a8ca!5m2!4m1!1i2!8m2!3d16.0667352!4d108.2246568!16s%2Fg%2F11c52ygqsk!19sChIJSRHNYzIYQjERyqgy_wxG-7Y?authuser=0&hl=vi&rclk=1,Brilliant Hotel,,,Khách sạn,"1,14 Tr",,
https://www.google.com/maps/place/The+Now+Boutique+Hotel/data=!4m10!3m9!1s0x314219ad1aca4b71:0x1fa7428a2fe9bc0b!5m2!4m1!1i2!8m2!3d16.049063!4d108.2390757!16s%2Fg%2F11h07mp8tj!19sChIJcUvKGq0ZQjERC7zpL4pCpx8?authuser=0&hl=vi&rclk=1,The Now Boutique Hotel,,,Khách sạn,616 N,,
https://www.google.com/maps/place/Grand+Sunrise+Boutique/data=!4m10!3m9!1s0x3142175d617eaac7:0x43e0baede9e28ba!5m2!4m1!1i2!8m2!3d16.05428!4d108.2446448!16s%2Fg%2F11fcrc74c2!19sChIJx6p-YV0XQjERuiie3q4LPgQ?authuser=0&hl=vi&rclk=1,Grand Sunrise Boutique,,,Khách sạn,607 N,,
https://www.google.com/maps/place/Grandvrio+City+DANANG/data=!4m10!3m9!1s0x3142183c3f8b3f61:0x7477695f62e0e8ef!5m2!4m1!1i2!8m2!3d16.0823478!4d108.2216964!16s%2Fg%2F11c7vttq3c!19sChIJYT-LPzwYQjER7-jgYl9pd3Q?authuser=0&hl=vi&rclk=1,Grandvrio City DANANG,,,Khách sạn,688 N,,
https://www.google.com/maps/place/Grand+Mercure+Danang/data=!4m10!3m9!1s0x314219db392e5bb5:0x2a43b2cacea4567a!5m2!4m1!1i2!8m2!3d16.0483415!4d108.2267041!16s%2Fg%2F1vn9lkpb!19sChIJtVsuOdsZQjERelakzsqyQyo?authuser=0&hl=vi&rclk=1,Grand Mercure Danang,,,Khách sạn,"1,48 Tr",,
https://www.google.com/maps/place/Fansipan+Hotel/data=!4m10!3m9!1s0x3142176637f08429:0x94a83e09c2389b23!5m2!4m1!1i2!8m2!3d16.0415989!4d108.2484044!16s%2Fg%2F1ptzn3p40!19sChIJKYTwN2YXQjERI5s4wgk-qJQ?authuser=0&hl=vi&rclk=1,Fansipan Hotel,,,Khách sạn,475 N,,
https://www.google.com/maps/place/Ibiza+Riverfront+Hotel/data=!4m10!3m9!1s0x31421824557981d9:0xd722ac3c615ddc83!5m2!4m1!1i2!8m2!3d16.0777223!4d108.2290278!16s%2Fg%2F11bxjmxgpb!19sChIJ2YF5VSQYQjERg9xdYTysItc?authuser=0&hl=vi&rclk=1,Ibiza Riverfront Hotel,,,Khách sạn,472 N,,
https://www.google.com/maps/place/Sanayen+Villa+%26+Residences/data=!4m10!3m9!1s0x3142178ec92f85bd:0x52c0c9852a1cd510!5m2!4m1!1i2!8m2!3d16.0791263!4d108.2445295!16s%2Fg%2F11fxb3hr8r!19sChIJvYUvyY4XQjERENUcKoXJwFI?authuser=0&hl=vi&rclk=1,Sanayen Villa & Residences,,,Khách sạn,"1,03 Tr",,
https://www.google.com/maps/place/HAMA+Boutique+Home/data=!4m10!3m9!1s0x314217b53f9c7ebb:0x91a18da7801aa79f!5m2!4m1!1i2!8m2!3d16.0606904!4d108.2451773!16s%2Fg%2F11hzxl7ddz!19sChIJu36cP7UXQjERn6cagKeNoZE?authuser=0&hl=vi&rclk=1,HAMA Boutique Home,,,Khách sạn,405 N,,
https://www.google.com/maps/place/Kh%C3%A1ch+S%E1%BA%A1n+Aria+Grand/data=!4m10!3m9!1s0x314217ff87e30ed1:0x6a1ead2945097416!5m2!4m1!1i2!8m2!3d16.0520532!4d108.2444789!16s%2Fg%2F11g0v_3rcs!19sChIJ0Q7jh_8XQjERFnQJRSmtHmo?authuser=0&hl=vi&rclk=1,Khách Sạn Aria Grand,,,Khách sạn lưu trú dài hạn,761 N,,
https://www.google.com/maps/place/Ocean+View+Danang+Hotel/data=!4m10!3m9!1s0x3142184f433c19b9:0xbe4b01989652863b!5m2!4m1!1i2!8m2!3d16.0757863!4d108.2068695!16s%2Fg%2F11hzhycztb!19sChIJuRk8Q08YQjERO4ZSlpgBS74?authuser=0&hl=vi&rclk=1,Ocean View Danang Hotel,,,Khách sạn,"5,75 Tr",,
https://www.google.com/maps/place/Fivitel+Boutique+Da+Nang/data=!4m10!3m9!1s0x31421833531f1261:0xc66ea5b56e758de6!5m2!4m1!1i2!8m2!3d16.0643219!4d108.2205609!16s%2Fg%2F11h35pf5hm!19sChIJYRIfUzMYQjER5o11brWlbsY?authuser=0&hl=vi&rclk=1,Fivitel Boutique Da Nang,,,Khách sạn,587 N,,
https://www.google.com/maps/place/Di+Lusso+Boutique+Hotel/data=!4m10!3m9!1s0x3142183b71cd85b9:0x7c8603a52b964155!5m2!4m1!1i2!8m2!3d16.0798921!4d108.2236174!16s%2Fg%2F11d_d4rmqd!19sChIJuYXNcTsYQjERVUGWK6UDhnw?authuser=0&hl=vi&rclk=1,Di Lusso Boutique Hotel,,,Khách sạn,891 N,,
https://www.google.com/maps/place/Kh%C3%A1ch+s%E1%BA%A1n+M%C6%B0%E1%BB%9Dng+Thanh+Luxury+S%C3%B4ng+H%C3%A0n/data=!4m10!3m9!1s0x314219c48567b049:0xeb2bbf7249e27f21!5m2!4m1!1i2!8m2!3d16.0602525!4d108.2168229!16s%2Fg%2F11fkq089rk!19sChIJSbBnhcQZQjERIX_iSXK_K-s?authuser=0&hl=vi&rclk=1,Khách sạn Mường Thanh Luxury Sông Hàn,,,Khách sạn,871 N,,
https://www.google.com/maps/place/Tamarind+Hotel+Da+Nang/data=!4m10!3m9!1s0x3142173d3b036c79:0xeaae1e97325aac98!5m2!4m1!1i2!8m2!3d16.0506832!4d108.2475841!16s%2Fg%2F11f8jhf97s!19sChIJeWwDOz0XQjERmKxaMpceruo?authuser=0&hl=vi&rclk=1,Tamarind Hotel Da Nang,,,Khách sạn,925 N,,
https://www.google.com/maps/place/Cicilia+Hotel+%26+Spa/data=!4m10!3m9!1s0x3142177ae0bde10f:0x1b8b3008a40e9c3f!5m2!4m1!1i2!8m2!3d16.0520579!4d108.2465719!16s%2Fg%2F11bw4v0gwg!19sChIJD-G94HoXQjERP5wOpAgwixs?authuser=0&hl=vi&rclk=1,Cicilia Hotel & Spa,,,Khách sạn,708 N,,
https://www.google.com/maps/place/CN+PALACE+Boutique+Hotel+%26+Spa+-+Danang/data=!4m10!3m9!1s0x314219eff1467813:0xf28c587b3b0f91fd!5m2!4m1!1i2!8m2!3d16.0704319!4d108.2364773!16s%2Fg%2F11h7cnfsth!19sChIJE3hG8e8ZQjER_ZEPO3tYjPI?authuser=0&hl=vi&rclk=1,CN PALACE Boutique Hotel & Spa - Danang,,,,650 N,,